index;charged
2022-02-01 00:00:00;0,0
2022-02-01 00:15:00;0,0
2022-02-01 00:30:00;22,0
2022-02-01 00:45:00;22,0
2022-02-01 01:00:00;30,800000000000004
2022-02-01 01:15:00;22,000000000000014
2022-02-01 01:30:00;36,66666666666666
2022-02-01 01:45:00;33,73333333333333
2022-02-01 02:00:00;23,466666666666665
2022-02-01 02:15:00;45,46666666666667
2022-02-01 02:30:00;66,0
2022-02-01 02:45:00;67,46666666666667
2022-02-01 03:00:00;45,466666666666654
2022-02-01 03:15:00;43,999999999999986
2022-02-01 03:30:00;19,066666666666666
2022-02-01 03:45:00;0,0
2022-02-01 04:00:00;0,0
2022-02-01 04:15:00;0,0
2022-02-01 04:30:00;5,866666666666666
2022-02-01 04:45:00;22,0
2022-02-01 05:00:00;17,6
2022-02-01 05:15:00;0,0
2022-02-01 05:30:00;0,0
2022-02-01 05:45:00;0,0
2022-02-01 06:00:00;13,2
2022-02-01 06:15:00;22,0
2022-02-01 06:30:00;22,000000000000014
2022-02-01 06:45:00;30,800000000000015
2022-02-01 07:00:00;27,866666666666667
2022-02-01 07:15:00;41,0666666666667
2022-02-01 07:30:00;22,0
2022-02-01 07:45:00;20,533333333333335
2022-02-01 08:00:00;0,0
2022-02-01 08:15:00;0,0
2022-02-01 08:30:00;0,0
2022-02-01 08:45:00;0,0
2022-02-01 09:00:00;20,533333333333335
2022-02-01 09:15:00;22,0
2022-02-01 09:30:00;20,533333333333335
2022-02-01 09:45:00;55,73333333333333
2022-02-01 10:00:00;120,26666666666667
2022-02-01 10:15:00;111,46666666666667
2022-02-01 10:30:00;110,0
2022-02-01 10:45:00;98,26666666666667
2022-02-01 11:00:00;140,79999999999998
2022-02-01 11:15:00;152,5333333333333
2022-02-01 11:30:00;149,6
2022-02-01 11:45:00;227,33333333333334
2022-02-01 12:00:00;183,33333333333331
2022-02-01 12:15:00;261,06666666666666
2022-02-01 12:30:00;278,6666666666667
2022-02-01 12:45:00;264,0
2022-02-01 13:00:00;272,8
2022-02-01 13:15:00;262,53333333333336
2022-02-01 13:30:00;327,06666666666666
2022-02-01 13:45:00;277,2
2022-02-01 14:00:00;218,53333333333333
2022-02-01 14:15:00;228,8
2022-02-01 14:30:00;343,2
2022-02-01 14:45:00;319,73333333333335
2022-02-01 15:00:00;337,3333333333333
2022-02-01 15:15:00;363,73333333333335
2022-02-01 15:30:00;349,06666666666666
2022-02-01 15:45:00;334,4
2022-02-01 16:00:00;381,3333333333333
2022-02-01 16:15:00;422,40000000000003
2022-02-01 16:30:00;484,00000000000006
2022-02-01 16:45:00;482,5333333333334
2022-02-01 17:00:00;419,46666666666664
2022-02-01 17:15:00;362,26666666666665
2022-02-01 17:30:00;274,26666666666665
2022-02-01 17:45:00;231,73333333333338
2022-02-01 18:00:00;221,46666666666667
2022-02-01 18:15:00;225,86666666666667
2022-02-01 18:30:00;250,8
2022-02-01 18:45:00;246,4
2022-02-01 19:00:00;268,3999999999999
2022-02-01 19:15:00;349,0666666666666
2022-02-01 19:30:00;360,8
2022-02-01 19:45:00;319,73333333333335
2022-02-01 20:00:00;265,46666666666664
2022-02-01 20:15:00;242,0
2022-02-01 20:30:00;228,8
2022-02-01 20:45:00;186,26666666666668
2022-02-01 21:00:00;215,60000000000002
2022-02-01 21:15:00;256,6666666666667
2022-02-01 21:30:00;205,33333333333334
2022-02-01 21:45:00;133,46666666666667
2022-02-01 22:00:00;126,1333333333333
2022-02-01 22:15:00;102,66666666666664
2022-02-01 22:30:00;67,46666666666664
2022-02-01 22:45:00;65,99999999999997
2022-02-01 23:00:00;66,0
2022-02-01 23:15:00;55,733333333333334
2022-02-01 23:30:00;23,466666666666665
2022-02-01 23:45:00;8,8
